"SEMESTER","AINE_STR","UKSUS","AINEKOOD","AINE","arvestatud","mittearvestatud","A","B","C","D","E","F","mitteilmunud"
"K","LT","LTOM","LOOM.02.298","Eriseminar ökotehnoloogias",4,0,0,0,0,0,0,0,0
"K","LT","LTOM","LOOM.02.312","Laserskaneerimine",0,0,0,0,1,0,0,0,0
"K","LT","LTOM","LOOM.02.330","Sotsiaal-ruumilised muutused üleminekuühiskondade linnades",0,0,6,1,0,0,0,0,0
"K","LT","LTOM","LOOM.02.331","GIS, kaardid ja ruumianalüüs linnaplaneerimises",0,0,8,3,0,0,0,0,0
"K","LT","LTOM","LOOM.02.332","Ökotehnoloogia rakendused",0,0,4,0,0,0,0,0,0
"K","LT","LTOM","LOOM.02.333","Sissejuhatus ökotehnoloogiasse",0,0,0,2,3,0,0,0,0
"K","LT","LTOM","LOOM.02.341","Demograafia ja sotsiaalne linnageograafia",0,0,10,0,0,0,0,0,0
"K","LT","LTOM","LOOM.02.346","Teadustöö alused",15,1,0,0,0,0,0,0,0
"K","LT","LTOM","LOOM.02.347","Linnaplaneerimise alused",0,0,4,7,3,0,0,0,0
"K","LT","LTOM","LOOM.02.348","Eesti õigussüsteem ja planeerimisalased õigusaktid",0,0,3,0,0,0,0,0,0
"K","LT","LTOM","LOOM.03.024","Impaktgeoloogia",0,0,3,2,1,0,0,0,1
"K","LT","LTOM","LOOM.03.026","Petroloogia",0,0,2,0,1,3,1,0,2
"K","LT","LTOM","LOOM.03.039","Eesti aluspõhja geoloogia",0,0,1,0,1,0,0,0,0
"K","LT","LTOM","LOOM.03.055","Eesti geoloogiline ehitus",0,0,2,2,2,2,0,0,1
"K","LT","LTOM","LOOM.03.072","Kvaternaarigeoloogia",0,0,0,2,4,1,0,0,1
"K","LT","LTOM","LOOM.03.075","Keskkonnageoloogia",0,0,25,12,2,1,0,0,0
"K","LT","LTOM","LOOM.03.095","Mererandade geoloogia ja inimmõju",0,0,4,1,0,0,0,0,2
"K","LT","LTOM","LOOM.03.116","Eesti põhjavee kasutamine ja kaitse",0,0,1,1,0,0,0,0,0
"K","LT","LTOM","LOOM.03.117","Geokeemia",0,0,0,2,2,0,0,0,2
"K","LT","LTOM","LOOM.03.118","Maavarad ja kaevandustehnoloogiad",0,0,5,0,4,4,0,4,1
"K","LT","LTOM","LOOM.03.119","Mineraloogia II",0,0,0,2,1,0,0,0,1
"K","LT","LTOM","LOOM.03.121","Ajalooline geoloogia",0,0,1,1,0,0,0,0,0
"K","LT","LTOM","LOOM.03.123","Geofüüsikalised uurimismeetodid",0,0,0,0,1,0,0,0,0
"K","LT","LTOM","LOOM.03.127","Geoloogia magistriseminar",6,0,0,0,0,0,0,0,0
"K","LT","LTOM","LOOM.03.131","Eriseminar geotehnoloogias",1,0,0,0,0,0,0,0,0
"K","LT","LTOM","LOOM.03.138","Geoloogilise uurimistöö alused",0,0,6,0,0,0,0,0,0
"K","LT","LTOM","LOOM.04.005","Zoogeograafia",0,0,10,6,1,0,0,0,0
"K","LT","LTOM","LOOM.04.011","Molekulaarne ökoloogia ja süstemaatika",0,0,17,3,3,3,0,0,0
"K","LT","LTOM","LOOM.04.015","Linnuvaatluse välipraktikum",35,0,0,0,0,0,0,0,1
"K","LT","LTOM","LOOM.04.025","Molekulaarse ökoloogia ja süstemaatika praktikum",22,0,0,0,0,0,0,0,0
"K","LT","LTOM","LOOM.04.036","Evolutsiooniline ökoloogia",0,0,2,6,4,5,3,0,0
"K","LT","LTOM","LOOM.04.047","Loomade ökofüsioloogia",0,0,3,5,1,0,0,0,0
"K","LT","LTOM","LOOM.04.072","Loomade ökotoksikoloogia",0,0,5,1,0,1,0,0,0
"K","LT","LTOM","LOOM.04.083","Zooloogia välipraktikum",43,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.01.004","Teaduslike tulemuste vormistamine",5,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.01.006","Tehnoloogia ülekanne, tehnoloogiline ekspertiis",18,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.02.003","Viraalsed infektsioonid, vaktsiinid ja viirusevastased ained",5,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.02.008","Proteoomika",0,0,16,4,3,1,0,0,1
"K","LT","LTTI","LOTI.02.009","Sissejuhatus molekulaar- ja rakubioloogiasse neurobioloogidele",7,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.05.008","Kunstlihased",0,0,3,6,1,0,0,0,0
"K","LT","LTTI","LOTI.05.010","Robootika",0,0,9,8,1,0,0,1,3
"K","LT","LTTI","LOTI.05.026","Digitaalne signaalitöötlus",0,0,2,1,4,2,6,1,0
"K","LT","LTTI","LOTI.05.028","Mikroprotsessorid",0,0,8,5,6,2,0,3,0
"K","LT","LTTI","LOTI.05.031","Magistriseminar arvutitehnikas ja robootikas",22,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.05.032","Robootika projekt",0,0,4,0,2,0,0,0,1
"K","LT","LTTI","LOTI.05.035","Kompuuterfüüsika II",0,0,3,0,0,0,0,0,0
"K","LT","LTTI","LOTI.05.039","Elektroonika ja prototüüpimise erilabor",4,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.05.041","Digitaalne loogika",0,0,12,5,3,0,0,0,0
"K","LT","LTTI","LOTI.05.042","Elektroonikaseadmete disain ja tootmine",0,0,15,10,2,1,2,7,6
"K","LT","LTTI","LOTI.05.046","Kujundituvastuse alused",0,0,10,5,1,3,0,0,0
"K","LT","LTTI","LOTI.05.047","Tõenäosusmudelid arvutitehnikas",0,0,3,2,0,0,0,0,0
"K","LT","LTTI","LOTI.05.055","Digitaalne loogika",0,0,6,4,4,1,0,0,0
"K","LT","LTTI","LOTI.05.056","Automaatikasüsteemide tehnika",0,0,4,0,0,0,0,0,1
"K","LT","LTTI","LOTI.05.057","Robotitehnoloogia",0,0,10,2,5,0,0,0,1
"K","LT","LTTI","LOTI.05.060","Nutilahenduste praktikum",42,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.05.062","Juhtimissüsteemid",0,0,6,1,4,6,0,0,1
"K","LT","LTTI","LOTI.05.064","Digitaalne signaalitöötlus",0,0,4,5,5,3,0,1,0
"K","LT","LTTI","LOTI.05.070","Kosmose- ja militaartehnoloogia seminar",5,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.05.072","Kosmosetehnoloogia projekt",11,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.05.073","Militaar- ja sisekaitsetehnoloogiad",13,4,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.05.076","Arvutisimulatsioonide seminar",5,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.05.077","Kosmosesüsteemid",0,0,3,3,1,0,0,0,0
"K","LT","LTFY","LTFY.01.001","Loodusainete praktikumid põhikoolis ja gümnaasiumis",5,0,0,0,0,0,0,0,0
"K","LT","LTFY","LTFY.01.004","Füüsika praktikum I - mehaanika ja soojusõpetus",28,1,0,0,0,0,0,0,2
"K","LT","LTFY","LTFY.01.006","Mehaanika ja soojusõpetus",0,0,17,10,2,2,0,5,1
"K","LT","LTFY","LTFY.01.010","Füüsika õppemeetodid",0,0,3,0,2,0,1,0,0
"K","LT","LTFY","LTFY.02.003","Materjaliteaduse ülevaatekursus",0,0,5,14,16,7,2,5,6
"K","LT","LTFY","LTFY.03.001","Fotoonika projekt",0,0,3,0,1,0,0,0,0
"K","LT","LTKT","LTKT.06.010","Toiduohutuse hindamine",3,0,0,0,0,0,0,0,0
"K","LT","LTMR","LTMR.02.001","Elusloodus ja evolutsioon",0,0,2,1,6,4,8,0,0
"K","LT","LTMS","LTMS.00.005","Integraalvõrrandite kiire lahendamise seminar",5,0,0,0,0,0,0,0,0
"K","LT","LTMS","LTMS.00.010","Banachi ruumide seminar II",9,0,0,0,0,0,0,0,0
"K","LT","LTOM","LTOM.00.001","Bioloogia ning elustiku kaitse erialaseminar",36,1,0,0,0,0,0,0,0
"K","LT","LTOM","LTOM.00.006","Koosluste välipraktikum",16,0,0,0,0,0,0,0,0
"K","LT","LTOM","LTOM.02.001","Linnaplaneerimise praktikum",4,1,0,0,0,0,0,0,0
"K","LT","LTOM","LTOM.02.003","Andmemudelite loomine UML/GML abil ja ruumiandmete levitamine WFS teenusega",2,0,0,0,0,0,0,0,0
"K","LT","LTTI","LTTI.00.003","Sissejuhatus analüütilisse modelleerimisse",0,0,7,3,5,4,1,0,2
"K","LT","LTTI","LTTI.00.012","Laboratoorsed projektid",20,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.017","Rakendustarkvara: TeX",3,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.032","Kasutajaliideste kavandamine",0,0,57,15,7,3,0,7,0
"K","LT","LTAT","MTAT.03.044","Rakendustarkvara: ACCESS",5,0,0,0,0,0,0,0,2
"K","LT","LTAT","MTAT.03.104","Informaatika didaktika seminar",6,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.105","Sissejuhatus andmebaasidesse",12,1,0,0,0,0,0,0,4
"K","LT","LTAT","MTAT.03.130","Objektorienteeritud programmeerimine",0,0,63,48,30,31,15,39,3
"K","LT","LTAT","MTAT.03.132","Multimeedia",31,2,0,0,0,0,0,0,1
"K","LT","LTAT","MTAT.03.134","Andmeturve",0,0,15,31,30,13,14,14,5
"K","LT","LTAT","MTAT.03.149","Infotehnoloogia koolis",28,1,0,0,0,0,0,0,2
"K","LT","LTAT","MTAT.03.159","Tarkvara testimine",0,0,26,29,17,6,4,7,0
"K","LT","LTAT","MTAT.03.183","Andmekaeve",0,0,56,15,14,1,1,11,0
"K","LT","LTAT","MTAT.03.227","Masinõpe",0,0,21,6,3,1,1,2,1
"K","LT","LTAT","MTAT.03.229","Ettevõttesüsteemide integreerimine",0,0,14,15,13,8,9,1,5
"K","LT","LTAT","MTAT.03.230","Veebirakenduste loomine",0,0,11,16,28,22,12,6,4
"K","LT","LTAT","MTAT.03.231","Äriprotsesside juhtimine",0,0,18,34,26,21,4,0,4
"K","LT","LTAT","MTAT.03.233","Infotehnoloogia sotsiaalsed aspektid",0,0,35,24,16,9,10,9,3
"K","LT","LTAT","MTAT.03.236","Programmeerimise alused",156,21,0,0,0,0,0,0,5
"K","LT","LTAT","MTAT.03.242","Bioinformaatika seminar",0,0,10,1,0,0,0,1,0
"K","LT","LTAT","MTAT.03.248","Sissejuhatus interneti-psühholoogiasse",0,0,26,22,10,3,2,1,0
"K","LT","LTAT","MTAT.03.256","Programmeerimise alused II",0,0,36,13,4,4,1,14,7
"K","LT","LTAT","MTAT.03.264","Andmebaasid",0,0,59,32,27,10,0,24,8
"K","LT","LTAT","MTAT.03.266","Mobiilirakenduste loomine. Projekt",0,0,2,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.269","Programmeerimisvõistlused",5,1,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.270","Ettevõtte tarkvara seminar",49,1,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.271","Programmeerimiskeelte uurimisseminar",3,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.277","Andmekaeve uurimisseminar",10,1,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.278","Tarkvaraettevõtluse projekt",0,0,7,4,0,0,0,0,0
"K","LT","LTAT","MTAT.03.280","Mobiili- ja pilvearvutuse seminar",11,0,0,0,0,0,0,0,2
"K","LT","LTAT","MTAT.03.286","Algoritmid edasijõudnutele",0,0,3,3,3,1,0,2,0
"K","LT","LTAT","MTAT.03.287","Äriteadmuse seminar",7,2,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.292","Arvutusliku neuroteaduse seminar",14,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.297","Veebilehtede loomine",92,12,0,0,0,0,0,0,6
"K","LT","LTAT","MTAT.03.302","Programmeerimine koolis (Python)",12,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.303","Õpiprogrammid",8,2,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.305","Arvutigraafika seminar",10,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.307","Turvalise tarkvaradisaini põhimõtted",0,0,10,12,10,15,5,1,2
"K","LT","LTAT","MTAT.03.308","Ontoloogiadisain",0,0,0,1,3,6,4,1,2
"K","LT","LTAT","MTAT.03.310","Ärianalüüs",0,0,8,17,22,10,0,2,0
"K","LT","LTAT","MTAT.03.313","Interaktiivsete eeskomponentide loomine",0,0,8,7,1,1,0,2,0
"K","LT","LTAT","MTAT.03.315","Programmeerimismustrid arvutimängudes",0,0,13,3,5,1,0,0,0
"K","LT","LTAT","MTAT.03.317","Erikursus masinõppes",18,0,0,0,0,0,0,0,1
"K","LT","LTAT","MTAT.03.321","Tabelitöötlus",28,5,0,0,0,0,0,0,3
"K","LT","LTAT","MTAT.03.322","Tekstitöötlus",37,7,0,0,0,0,0,0,3
"K","LT","LTAT","MTAT.03.326","Andmeanalüüs tarkvaratehnikas",8,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.327","Java harjutused",46,13,0,0,0,0,0,0,4
"K","LT","LTAT","MTAT.03.328","Arvutigraafika projekt",6,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.05.085","Automaadid, keeled ja translaatorid",0,0,23,8,17,23,21,13,5
"K","LT","LTAT","MTAT.05.106","Funktsionaalprogrammeerimine",0,0,3,1,3,0,1,2,1
"K","LT","LTAT","MTAT.05.108","Programmeerimiskeelte semantika",0,0,0,1,0,1,1,0,0
"K","LT","LTAT","MTAT.05.111","Sissejuhatus matemaatilisse loogikasse",0,0,0,0,3,1,4,1,2
"K","LT","LTAT","MTAT.05.116","Algoritmide ja teooria seminar",2,0,0,0,0,0,0,0,1
"K","LT","LTAT","MTAT.05.118","Kvantarvutus",9,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.05.120","Kombinatoorne optimeerimine",10,0,0,0,0,0,0,0,1
"K","LT","LTAT","MTAT.05.122","Graafid ja matemaatiline loogika",0,0,13,22,22,41,35,8,22
"K","LT","LTAT","MTAT.06.045","Keeletehnoloogia",0,0,31,25,28,10,1,12,7
"K","LT","LTAT","MTAT.06.046","Keeletehnoloogia seminar",2,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.06.048","Intelligentsed süsteemid",0,0,5,1,2,2,2,3,0
"K","LT","LTAT","MTAT.06.054","Eestikeelne kommunikatsioon arvutiteaduses",75,3,0,0,0,0,0,0,4
"K","LT","LTAT","MTAT.06.057","Arvutisemantika",0,0,2,3,0,0,0,0,0
"K","LT","LTAT","MTAT.07.002","Krüptoloogia I",0,0,2,3,3,1,2,3,1
"K","LT","LTAT","MTAT.07.015","Turvalise programmeerimise meetodid",0,0,13,7,6,2,0,1,2
"K","LT","LTAT","MTAT.07.016","Turvalise programmeerimise meetodid: Projektitöö",0,0,2,0,0,2,0,3,0
"K","LT","LTAT","MTAT.07.017","Rakenduslik krüptograafia",0,0,8,2,1,0,2,0,9
"K","LT","LTAT","MTAT.07.018","Sõjakunsti ajalugu: antiikajast võrgupõhise sõjapidamiseni",25,1,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.07.022","Krüptograafia uurimisseminar",12,0,0,0,0,0,0,0,1
"K","LT","LTAT","MTAT.07.025","Sissejuhatus matemaatilistesse baasmõistetesse krüptoloogias",4,2,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.07.028","Infoturve",0,0,20,29,18,14,10,5,1
"K","LT","LTAT","MTAT.08.004","Võrgutehnoloogia II",0,0,3,1,0,2,0,0,0
"K","LT","LTAT","MTAT.08.006","Operatsioonisüsteemid",0,0,38,7,0,0,0,2,2
"K","LT","LTAT","MTAT.08.021","Süsteemihaldus",0,0,13,15,19,30,0,2,12
"K","LT","LTAT","MTAT.08.022","Paralleelprogrammeerimise keeled",0,0,6,6,3,1,3,0,2
"K","LT","LTAT","MTAT.08.024","Hajussüsteemide seminar",8,1,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.08.025","Sissejuhatus teadusarvutustesse",0,0,2,2,3,0,0,4,2
"K","LT","LTAT","MTAT.08.027","Pilvetehnoloogia alused",0,0,3,5,9,2,2,1,2
"K","LT","LTAT","MTAT.08.040","Sissejuhatus arukatesse transpordisüsteemidesse",0,0,3,8,9,2,0,0,0
"K","LT","LTMS","MTMM.00.005","Numbrilised meetodid",33,4,0,0,0,0,0,0,2
"K","LT","LTMS","MTMM.00.007","Eesti keele suuline ja kirjalik väljendusõpetus",12,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMM.00.012","Arvuteooria",0,0,2,1,6,0,2,1,1
"K","LT","LTMS","MTMM.00.038","Algebra I",0,0,8,6,10,2,11,25,0
"K","LT","LTMS","MTMM.00.047","Globaalanalüüs",0,0,4,1,0,1,0,0,0
"K","LT","LTMS","MTMM.00.060","Diferentsiaalgeomeetria",0,0,7,1,2,3,2,0,1
"K","LT","LTMS","MTMM.00.074","Topoloogilised vektorruumid",0,0,2,0,0,0,0,1,0
"K","LT","LTMS","MTMM.00.095","Funktsionaalanalüüs I",0,0,9,0,4,3,2,1,3
"K","LT","LTMS","MTMM.00.122","Õppekavad ja õpikud koolimatemaatikas",0,0,20,0,1,0,0,1,3
"K","LT","LTMS","MTMM.00.126","Matemaatika didaktika põhikoolile",0,0,8,4,7,6,1,0,3
"K","LT","LTMS","MTMM.00.138","Aktiivõppe meetodid koolimatemaatikas",29,1,0,0,0,0,0,0,2
"K","LT","LTMS","MTMM.00.142","Geomeetria süvendusseminar",11,1,0,0,0,0,0,0,1
"K","LT","LTMS","MTMM.00.152","Matemaatika ajalugu",0,0,12,2,0,0,0,0,1
"K","LT","LTMS","MTMM.00.161","Elementaarmatemaatika I",0,0,13,3,5,1,0,1,2
"K","LT","LTMS","MTMM.00.182","Matemaatiline analüüs IV",0,0,3,1,3,2,1,0,0
"K","LT","LTMS","MTMM.00.210","Mittekorrektsed ülesanded",0,0,1,1,2,0,1,1,0
"K","LT","LTMS","MTMM.00.225","Tööstusmatemaatika mudelid",3,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMM.00.231","Matemaatika",0,0,7,16,16,19,5,9,0
"K","LT","LTMS","MTMM.00.256","Teoreetiline mehaanika",0,0,2,3,1,1,2,0,0
"K","LT","LTMS","MTMM.00.273","Splain-aproksimatsioonid",4,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMM.00.303","Elastsete süsteemide mehaanika",0,0,0,1,3,0,0,0,1
"K","LT","LTMS","MTMM.00.308","Bakalaureusetöö",0,0,8,3,0,0,0,0,0
"K","LT","LTMS","MTMM.00.320","Matemaatika didaktika II",0,0,4,0,0,0,0,0,0
"K","LT","LTMS","MTMM.00.326","Matemaatiline modelleerimine",3,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMM.00.332","Seminar üliõpilaste matemaatika olümpiaadidest I",11,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMM.00.337","Õhukeseseinaliste plaatide ja koorikute seminar",1,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMM.00.340","Kõrgem matemaatika I",0,0,0,0,1,6,7,14,0
"K","LT","LTMS","MTMM.00.341","Kõrgem matemaatika II",0,0,48,34,24,37,38,47,1
"K","LT","LTMS","MTMM.00.342","Matemaatiline maailmapilt",0,0,2,4,3,7,5,7,5
"K","LT","LTMS","MTMM.00.345","Elementaarmatemaatika II",0,0,3,1,0,2,0,0,0
"K","LT","LTMS","MTMM.00.356","Lie rühmad füüsikas ja geomeetrias",0,0,2,0,1,0,0,1,0
"K","LT","LTMS","MTMS.00.008","Magistritöö",0,0,3,1,0,1,0,0,0
"K","LT","LTMS","MTMS.00.040","Bakalaureusetöö",0,0,10,2,0,0,0,0,0
"K","LT","LTMS","MTMS.00.043","Stohhastiliste mudelite seminar",2,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.01.008","Maatriksid statistikas",0,0,6,1,5,3,1,0,0
"K","LT","LTMS","MTMS.01.011","Üldistatud lineaarsed mudelid",0,0,2,4,2,0,0,0,2
"K","LT","LTMS","MTMS.01.016","Andmetöötlusmeetodid",6,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.01.020","Kvalitatiivsete andmete analüüs",0,0,8,5,4,6,3,2,0
"K","LT","LTMS","MTMS.01.033","Monte-Carlo meetodid",0,0,1,2,6,6,6,3,0
"K","LT","LTMS","MTMS.01.046","Korduvate mõõtmiste analüüs",3,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.01.065","Mitmemõõtmeline statistika",0,0,1,2,0,2,0,1,0
"K","LT","LTMS","MTMS.01.066","Dispersioonanalüüsi segamudelid",6,1,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.01.069","Andmeanalüüs I",0,0,14,4,5,4,5,3,2
"K","LT","LTMS","MTMS.01.070","Biostatistika",0,0,4,3,1,1,0,0,0
"K","LT","LTMS","MTMS.01.071","Lineaarsed mudelid",0,0,1,2,1,0,0,1,0
"K","LT","LTMS","MTMS.01.088","Mitmemõõtmeline analüüs",0,0,2,3,1,0,0,3,2
"K","LT","LTMS","MTMS.01.091","Empiiriliste teadusuuringute statistilise andmetöötluse alused",0,0,5,3,1,1,0,0,2
"K","LT","LTMS","MTMS.01.093","Eesti õigekeelsus ja väljendusõpetus",13,0,0,0,0,0,0,0,1
"K","LT","LTMS","MTMS.01.100","Statistiline andmeteadus ja visualiseerimine",9,1,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.01.102","Tehisõppe seminar",5,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.02.003","Juhuslikud protsessid",0,0,3,8,6,5,1,0,0
"K","LT","LTMS","MTMS.02.038","Simulatsioonimeetodid finantsmatemaatikas",0,0,1,1,0,3,6,4,0
"K","LT","LTMS","MTMS.02.043","Magistriseminar",3,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.02.046","Tehisõpe I",3,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.02.052","Elukindlustusmatemaatika II",9,0,0,0,0,0,0,0,1
"K","LT","LTMS","MTMS.02.053","Kahjukindlustusmatemaatika",0,0,1,5,4,3,4,2,0
"K","LT","LTMS","MTMS.02.059","Tõenäosusteooria ja matemaatiline statistika",0,0,41,42,52,55,29,55,7
"K","MV","AR00","AR00.00.100","Teadustöö üliõpilastele",0,0,23,0,0,0,0,0,0
"K","MV","MVCM","ARAI.01.043","Anestesioloogia ja intensiivravi",40,0,0,0,0,0,0,0,0
"K","MV","MVCM","ARAI.01.045","Anestesioloogia ja intensiivravi",70,0,0,0,0,0,0,0,0
"K","MV","MVCM","ARAI.01.054","Kriitilised seisundid erakorralises meditsiinis",50,0,0,0,0,0,0,0,0
"K","MV","MVBS","ARAN.01.038","Anatoomia",0,0,32,47,46,29,19,13,5
"K","MV","MVBS","ARAN.01.039","Anatoomia",0,0,2,6,9,5,5,0,0
"K","MV","MVBS","ARAN.01.040","Süvapreparatsioonikursus",175,2,0,0,0,0,0,0,0
"K","MV","MVBS","ARAN.02.005","Histoloogia",0,0,32,41,51,42,16,2,8
"K","MV","MVBS","ARAN.02.024","Histoloogia",0,0,9,8,5,1,3,0,0
"K","MV","MVBS","ARAN.02.025","Inimese histoloogia",0,0,4,5,2,2,0,0,0
"K","MV","MVBS","ARAN.03.014","Regionaalne ja kliiniline anatoomia",28,0,0,0,0,0,0,0,0
"K","MV","MVBS","ARBK.01.003","Meditsiiniline biokeemia",28,0,0,0,0,0,0,0,0
"K","MV","MVBS","ARBK.01.020","Joogid ja tervis: biokeemilis-meditsiinilised aspektid",110,4,0,0,0,0,0,0,5
"K","MV","MVBS","ARBK.01.021","Meditsiinilise biokeemia alase uurimistöö alused I osa",4,0,0,0,0,0,0,0,0
"K","MV","MVBS","ARBK.01.029","Biokeemia",183,8,0,0,0,0,0,0,1
"K","MV","MVBS","ARBK.01.030","Meditsiiniline biokeemia",0,0,93,45,15,2,0,0,1
"K","MV","MVFA","ARFA.01.059","Farmakoepidemioloogia ja farmakoökonoomika",0,0,6,6,5,3,0,0,0
"K","MV","MVFA","ARFA.01.072","Farmakognoosia I",24,2,0,0,0,0,0,0,0
"K","MV","MVFA","ARFA.01.077","Farmakognoosia III",0,0,11,5,3,1,0,0,0
"K","MV","MVFA","ARFA.01.082","Sotsiaalfarmaatsia ja ravimite ohutus",0,0,7,9,4,0,0,0,0
"K","MV","MVFA","ARFA.01.104","Kliiniline farmaatsia",19,0,0,0,0,0,0,0,0
"K","MV","MVFA","ARFA.02.019","Propedeutiline praktika",21,0,0,0,0,0,0,0,1
"K","MV","MVFA","ARFA.02.044","Farmatseutiline kaubatundmine",18,0,0,0,0,0,0,0,0
"K","MV","MVFA","ARFA.02.080","Arvutusülesanded farmatseutilises analüüsis",14,2,0,0,0,0,0,0,0
"K","MV","MVFA","ARFA.02.098","Farmaatsiaterminoloogia",24,0,0,0,0,0,0,0,2
"K","MV","MVFA","ARFA.02.099","Analüütiline keemia",0,0,1,6,8,2,4,3,2
"K","MV","MVFA","ARFA.02.108","Bioeetika",23,0,0,0,0,0,0,0,0
"K","MV","MVFA","ARFA.02.109","Farmatseutiline keemia I",0,0,0,2,5,10,6,0,0
"K","MV","MVFA","ARFA.02.113","Farmatseutiline tehnoloogia",0,0,7,5,6,2,0,0,0
"K","MV","MVFA","ARFA.02.123","Raviainete metabolism",0,0,4,6,6,3,0,0,0
"K","MV","MVFA","ARFA.02.124","Vitamiinide keemia",10,0,0,0,0,0,0,0,0
"K","MV","MVFA","ARFA.02.135","Teadustöö alused farmaatsias II",8,0,0,0,0,0,0,0,0
"K","MV","MVFA","ARFA.02.141","Farmatseutiline nanotehnoloogia",4,0,0,0,0,0,0,0,0
"K","MV","MVFA","ARFA.02.144","Biofarmaatsia",0,0,1,9,5,3,1,0,0
"K","MV","MVFA","ARFA.02.145","Farmaatsia teadusseminarid I",10,0,0,0,0,0,0,0,0
"K","MV","MVBS","ARFR.02.037","Farmakoloogia ja toksikoloogia",0,0,37,31,44,22,2,1,0
"K","MV","MVBS","ARFR.02.042","Farmakoloogia",0,0,6,10,3,1,0,0,0
"K","MV","MVBS","ARFR.02.051","Farmakoloogia",1,0,1,4,4,9,3,0,0
"K","MV","MVBS","ARFR.03.018","Kliiniline farmakoloogia",19,0,0,0,0,0,0,0,0
"K","MV","MVBS","ARFR.03.019","Kliiniline farmakoloogia",74,0,0,0,0,0,0,0,0
"K","MV","MVBS","ARFS.01.016","Inimese füsioloogia",0,0,8,10,7,11,6,1,5
"K","MV","MVBS","ARFS.01.030","Inimese füsioloogia",0,0,25,28,50,34,17,2,0
"K","MV","MVBS","ARFS.01.032","Inimese füsioloogia",0,0,3,9,9,5,3,0,0
"K","MV","MVBS","ARFS.01.036","Kaasaegsed uurimismeetodid neurobioloogias I",8,0,0,0,0,0,0,0,0
"K","MV","MVBS","ARFS.01.053","Füsioloogia praktikum",16,0,0,0,0,0,0,0,0
"K","MV","MVBS","ARFS.01.061","Hingamise funktsionaalsed uuringud",19,0,0,0,0,0,0,0,0
"K","MV","MVBS","ARFS.01.063","Inimese füsioloogia",0,0,2,4,10,2,4,3,1
"K","MV","MVBS","ARFS.01.071","Kaasaegsed suunad neuroteaduses 2",4,0,0,0,0,0,0,0,0
"K","MV","MVBS","ARFS.01.072","Kaasaegsed suunad neuroteaduses 3",5,0,0,0,0,0,0,0,0
"K","MV","MVBS","ARFS.01.073","Kaasaegsed suunad neuroteaduses 4",1,0,0,0,0,0,0,0,0
"K","MV","MVBS","ARFS.01.078","Normaalne ja patoloogiline anatoomia ja füsioloogia",0,0,0,1,4,6,11,0,2
