"SEMESTER","AINE_STR","UKSUS","AINEKOOD","AINE","arvestatud","mittearvestatud","A","B","C","D","E","F","mitteilmunud"
"S","HV","HVKU","FLKU.01.084","Kunsti management",0,0,2,1,2,1,0,0,2
"S","HV","HVKU","FLKU.01.089","Arvutikunst ja 3D graafika",3,0,0,0,0,0,0,0,2
"S","HV","HVKU","FLKU.01.145","Joonistamine III (akti- ja kompositsioonikursus)",0,0,1,1,1,1,0,0,0
"S","HV","HVKU","FLKU.01.147","Maalikursus - natüürmordist aktini I",8,0,0,0,0,0,0,0,0
"S","HV","HVKU","FLKU.01.150","Maalimine lubatud! Maalikunsti arengud - 20. sajandi lõpp kuni 21. sajandi algus",0,0,10,0,0,0,0,0,2
"S","HV","HVKU","FLKU.01.155","Koomiks",0,0,21,0,0,0,0,0,0
"S","HV","HVKU","FLKU.01.164","Digitaalne maalimine - tüüpprobleemid",3,0,0,0,0,0,0,0,2
"S","HV","HVKU","FLKU.01.166","Abstraktse ja geomeetrilise joonistamise kursus",0,0,3,2,2,0,0,0,1
"S","HV","HVKU","FLKU.02.011","Eesti muusika ajalugu",0,0,2,2,0,0,0,0,1
"S","HV","HVKU","FLKU.02.051","Muusika elementaarteooria ja solfedžo",5,0,0,0,0,0,0,0,1
"S","HV","HVKU","FLKU.02.057","Aken aasia muusikasse",3,0,0,0,0,0,0,0,1
"S","HV","HVKU","FLKU.02.058","Laulmiskursus gregooriuse laulu baasil",9,0,0,0,0,0,0,0,2
"S","HV","HVKU","FLKU.02.059","Kesktaseme laulmiskursus gregooriuse laulu baasil",2,0,0,0,0,0,0,0,1
"S","HV","HVKU","FLKU.03.006","Etnoloogia ja folkloristika magistriseminar",7,0,0,0,0,0,0,0,0
"S","HV","HVKU","FLKU.03.008","Etnoloogia ja folkloristika doktoriseminar",2,0,0,0,0,0,0,0,0
"S","HV","HVKU","FLKU.03.020","Soome-ugri kultuurid",0,0,2,7,3,4,1,0,7
"S","HV","HVKU","FLKU.03.023","Etnograafilised allikad",0,0,5,1,3,1,0,1,0
"S","HV","HVKU","FLKU.03.027","Visuaalne antropoloogia",0,0,1,1,1,0,0,0,0
"S","HV","HVKU","FLKU.03.079","Sissejuhatus kultuurikorraldusse",22,0,0,0,0,0,0,0,3
"S","HV","HVKU","FLKU.03.082","20. sajandi kunstikultuur",38,0,0,0,0,0,0,0,5
"S","HV","HVKU","FLKU.03.086","Mõisted ja vaated etnoloogias/antropoloogias",0,0,3,4,0,0,0,0,2
"S","HV","HVKU","FLKU.04.063","Erialase teksti kriitiline analüüs",8,0,0,0,0,0,0,0,1
"S","HV","HVKU","FLKU.04.070","Rahvaluule õpetamise võimalusi koolis",0,0,10,0,1,0,0,0,0
"S","HV","HVKU","FLKU.04.074","Folkloristika alused",0,0,28,11,11,7,6,1,4
"S","HV","HVKU","FLKU.04.094","Folkloristlikud välitööd. Sissejuhatus",9,0,0,0,0,0,0,0,1
"S","HV","HVKU","FLKU.04.125","Müüt ja mütoloogia",0,0,47,44,45,23,10,10,20
"S","HV","HVKU","FLKU.04.133","Kaasaegseid suundi pärimuskultuuri uurimises",0,0,5,5,0,0,0,0,1
"S","HV","HVKU","FLKU.04.134","Pärimusliku ajaloo meetodid",0,0,5,4,1,1,1,1,0
"S","HV","HVKU","FLKU.04.135","Eesti rahvalaul: allikad, teooriad ja liigitus",0,0,3,2,2,0,0,0,0
"S","HV","HVKU","FLKU.04.139","Teksti- ja kontekstikesksed uurimismeetodid folkloristikas",0,0,5,1,0,0,0,0,0
"S","HV","HVKU","FLKU.05.021","Kirjanduse ja teatriteaduse doktoriseminar",11,0,0,0,0,0,0,0,0
"S","HV","HVKU","FLKU.05.025","Ilukirjanduse tõlkimise praktikum",0,0,11,1,3,0,0,0,2
"S","HV","HVKU","FLKU.05.045","Kirjandus totalitaarsetes režiimides",0,0,7,0,0,0,0,0,0
"S","HV","HVKU","FLKU.05.053","Sissejuhatus võrdlevasse kirjandusteadusesse",0,0,16,0,0,0,0,0,0
"S","HV","HVKU","FLKU.05.059","Filmikeel ja filmiteooriad",0,0,5,11,3,1,0,1,4
"S","HV","HVKU","FLKU.05.063","Sissejuhatus kirjandusteadusesse",0,0,54,43,50,22,4,3,26
"S","HV","HVKU","FLKU.05.076","Baltisaksa kirjandus eesti kirjandusloo taustal",0,0,19,9,7,2,0,0,3
"S","HV","HVKU","FLKU.05.090","Eesti kirjanduse ajalugu I",31,0,0,0,0,0,0,0,8
"S","HV","HVKU","FLKU.05.091","Eesti kirjanduse ajalugu II",27,1,0,0,0,0,0,0,2
"S","HV","HVKU","FLKU.05.094","Kirjanduse seminar",18,0,0,0,0,0,0,0,1
"S","HV","HVKU","FLKU.05.095","Laste- ja noortekirjandus",0,0,8,6,7,3,1,0,2
"S","HV","HVKU","FLKU.05.099","Tekstoloogia",0,0,3,3,0,0,0,0,0
"S","HV","HVKU","FLKU.05.107","Luule- ja proosateksti analüüs",0,0,1,1,9,1,0,0,2
"S","HV","HVKU","FLKU.05.121","Eesti nüüdiskirjandus",0,0,16,6,2,0,0,0,0
"S","HV","HVKU","FLKU.05.126","Eesti romaan",7,0,0,0,0,0,0,0,0
"S","HV","HVKU","FLKU.05.137","Eesti nüüdisteater",0,0,13,12,6,1,1,2,5
"S","HV","HVKU","FLKU.05.144","Etenduse analüüsi praktikum",0,0,2,4,3,2,0,0,3
"S","HV","HVKU","FLKU.05.145","Draamaklassika põhitekstid",0,0,5,2,3,1,0,0,0
"S","HV","HVKU","FLKU.05.148","Eesti teatri ajalugu",0,0,8,9,8,9,1,0,2
"S","HV","HVKU","FLKU.05.149","Teatriteaduse seminar",0,0,2,2,1,0,2,0,0
"S","HV","HVKU","FLKU.05.150","Üldine teatriajalugu I. Antiigist romantismini",0,0,3,5,2,2,1,0,2
"S","HV","HVKU","FLKU.05.156","Kirjandusteooria",0,0,5,4,2,0,0,0,5
"S","HV","HVKU","FLKU.05.183","Kirjanik ja tema aeg",0,0,9,7,2,0,0,0,4
"S","HV","HVKU","FLKU.05.190","Kirjandus ja utoopiline potentsiaal",5,0,0,0,0,0,0,0,0
"S","HV","HVKU","FLKU.05.203","Omakirjastuslikud väljaanded 1968-1985",0,0,4,3,0,0,0,0,0
"S","HV","HVKU","FLKU.05.208","Kirjanduse didaktika",0,0,2,5,1,0,0,0,0
"S","HV","HVKU","FLKU.05.216","Teatriteaduse uuemaid suundumusi",0,0,6,1,1,0,0,0,0
"S","HV","HVKU","FLKU.05.228","Eesti kirjanduse tüvitekstid",0,0,4,2,0,0,0,0,5
"S","HV","HVKU","FLKU.05.229","Retseptsiooniteooria ja kunstisotsioloogia",0,0,1,2,0,0,0,0,0
"S","HV","HVKU","FLKU.05.237","Maailmakirjandus III. Valgustus. Romantism. Realism",0,0,13,7,3,1,0,0,2
"S","HV","HVKU","FLKU.05.248","Teatrikriitika praktikum",0,0,8,1,1,0,0,0,0
"S","HV","HVKU","FLKU.05.251","Uuemaid tekste maailmakirjandusest",0,0,5,2,1,0,0,0,1
"S","HV","HVKU","FLKU.05.253","Kirjandus- ja teatriteaduslik magistriseminar",10,0,0,0,0,0,0,0,0
"S","HV","HVKU","FLKU.05.256","Kirjandusteaduslik magistriseminar II",8,0,0,0,0,0,0,0,1
"S","HV","HVKU","FLKU.05.257","Teatriteaduslik magistriseminar II",3,0,0,0,0,0,0,0,0
"S","HV","HVKU","FLKU.05.262","Üldine teatriajalugu III. Lääne teater pärast teist maailmasõda",8,0,0,0,0,0,0,0,0
"S","HV","HVKU","FLKU.10.018","Orientalistika seminar",2,0,0,0,0,0,0,0,1
"S","HV","HVLC","FLLC.00.004","Soouuringud",0,0,22,11,0,0,0,0,5
"S","HV","HVLC","FLLC.00.008","Sissejuhatav magistriseminar",16,0,0,0,0,0,0,0,0
"S","HV","HVLC","FLLC.02.002","Antiikmütoloogia alused kirjandustekstides",0,0,10,1,0,0,0,0,3
"S","HV","HVLC","FLLC.02.005","Rooma eepika",0,0,1,1,1,0,1,0,0
"S","HV","HVLC","FLLC.02.006","Ladina paleograafia",0,0,2,0,0,0,0,1,1
"S","HV","HVLC","FLLC.02.016","Kreeka keele morfoloogia ja süntaks",0,0,1,1,0,1,0,0,0
"S","HV","HVLC","FLLC.03.005","Portugali keel algtasemele (inglise keele baasil), tase 0 > A1.2",0,0,3,2,4,1,0,0,1
"S","HV","HVLC","FLLC.04.001","Saksa keel algtasemele I (inglise keele baasil), tase 0 > A1.2",0,0,12,7,9,1,0,0,0
"S","HV","HVLC","FLLC.05.001","Vene keel ajalooüliõpilastele (tase B1 > B2)",10,0,0,0,0,0,0,0,0
"S","HV","HVLC","FLLC.05.002","Vene kirjandusklassika varamust",10,0,0,0,0,0,0,0,6
"S","HV","HVLC","FLLC.05.006","Poola keel algajatele I (inglise keele baasil), tase 0 > A1",21,0,0,0,0,0,0,0,2
"S","HV","HVLC","FLLC.05.008","Poola keel III, tase A2 > B1",5,0,0,0,0,0,0,0,0
"S","HV","HVLC","FLLC.08.002","Hiina kultuur ja ühiskond",4,0,0,0,0,0,0,0,0
"S","HV","HVLC","FLLC.08.003","Hiina ajalugu",11,0,0,0,0,0,0,0,0
"S","HV","HVLC","FLLC.08.008","Korea ajalugu (inglise keele baasil)",16,0,0,0,0,0,0,0,0
"S","HV","HVLC","FLLC.08.015","Araabia keel ja kultuur",12,0,0,0,0,0,0,0,0
"S","HV","HVLC","FLLC.08.016","Gruusia keel algajatele, tase 0>A1.1",5,0,0,0,0,0,0,0,0
"S","HV","HVLC","FLLC.09.001","Eesti keele algkursus I, inglise keele baasil, tase 0 > A1.1",0,0,73,31,11,4,4,2,13
"S","HV","HVLC","FLLC.09.002","Eesti keele algkursus II, inglise keele baasil, A1.1>A1.2",0,0,9,3,2,0,0,0,2
"S","HV","HVLC","FLLC.09.003","Eesti keele algkursus III, inglise keele baasil, A1.2 > A2.1",0,0,2,5,2,0,0,1,0
"S","HV","HVLC","FLLC.09.004","Eesti keele sõnavara- ja vestluskursus eelkesktasemele I, A2.1 > A2.2",0,0,3,6,1,0,0,3,0
"S","HV","HVLC","FLLC.09.006","Eesti keel kesktasemele I, sõnavara ja vestlus, B1.1 > B1.2",22,2,0,0,0,0,0,0,0
"S","HV","HVLC","FLLC.09.010","Eesti keel kõrgtasemele I, B2.1 > B2.2",15,1,0,0,0,0,0,0,1
"S","HV","HVEE","FLLE.00.007","Lõunaeesti keel I",13,0,0,0,0,0,0,0,0
"S","HV","HVEE","FLLE.00.010","Lõunaeesti kirjakeele ajalugu",4,0,0,0,0,0,0,0,0
"S","HV","HVEE","FLLE.00.014","Võru keele grammatika",3,0,0,0,0,0,0,0,0
"S","HV","HVEE","FLLE.00.016","Kaasaegne lõunaeesti kirjandus",3,0,0,0,0,0,0,0,0
"S","HV","HVFI","FLSE.00.068","Sotsiosemiootika",0,0,1,3,1,5,1,0,1
"S","HV","HVFI","FLSE.00.069","Ökosemiootika",0,0,4,6,1,3,0,0,0
"S","HV","HVFI","FLSE.00.137","Sissejuhatus semiootikasse",0,0,15,5,0,0,0,0,2
"S","HV","HVFI","FLSE.00.138","Sissejuhatus kultuuriteooriatesse",0,0,5,10,5,1,0,0,2
"S","HV","HVFI","FLSE.00.148","Kunstisemiootika ja kunstiteooriad",0,0,6,1,0,0,0,0,2
"S","HV","HVFI","FLSE.00.150","Uurijaseminar",1,0,0,0,0,0,0,0,0
"S","HV","HVFI","FLSE.00.204","Doktoriseminar",0,0,0,0,0,0,0,0,0
"S","HV","HVFI","FLSE.00.216","Semiootika alused",130,10,0,0,0,0,0,0,20
"S","HV","HVFI","FLSE.00.225","Sissejuhatus semiootika uurimismeetodeisse",0,0,2,3,1,0,0,0,3
"S","HV","HVFI","FLSE.00.235","Sissejuhatus meediasemiootikasse",0,0,5,7,3,1,0,0,7
"S","HV","HVFI","FLSE.00.237","Autorisemiootika II",13,0,0,0,0,0,0,0,0
"S","HV","HVFI","FLSE.00.249","Semiootika ajalugu: põhimõisted ja -tekstid",0,0,12,7,3,0,0,0,0
"S","HV","HVFI","FLSE.00.251","J. v. Uexkülli ja J. Lotmani lugemised",0,0,21,8,9,2,0,0,4
"S","HV","HVFI","FLSE.00.252","Semiootilise analüüsi metodoloogia",0,0,13,6,1,0,0,0,0
"S","HV","HVFI","FLSE.00.253","Magistriseminar",31,0,0,0,0,0,0,0,0
"S","HV","HVFI","FLSE.00.254","Kultuurisemiootika ja kultuuriteooriad",0,0,12,12,1,0,0,0,3
"S","HV","HVFI","FLSE.00.273","Multimeedia ja kunsti semiootiline analüüs",0,0,10,8,2,1,0,0,1
"S","HV","HVFI","FLSE.00.274","Tõlkesemiootika",0,0,5,1,1,0,0,1,1
"S","HV","HVFI","FLSE.00.275","Ökosemiootika: keskkonna kultuurilised tõlgendused",0,0,10,7,3,0,0,0,0
"S","HV","HVFI","FLSE.00.277","Subkultuuride semiootiline analüüs",0,0,1,2,5,1,0,0,0
"S","HV","HVFI","FLSE.00.280","Bakalaureuseseminar",4,0,0,0,0,0,0,0,2
"S","HV","HVFI","FLSE.00.282","Visuaalsemiootika",0,0,7,2,0,0,0,0,0
"S","HV","HVFI","FLSE.00.287","Biosemiootika aktuaalsed probleemid",0,0,3,1,0,0,0,0,1
"S","HV","HVFI","FLSE.00.288","Keskkonna semiootiline analüüs",0,0,5,0,0,0,0,0,0
"S","HV","HVFI","FLSE.00.295","Sissejuhatus muusikasemiootikasse",21,0,0,0,0,0,0,0,3
"S","HV","HVFI","FLSE.00.300","Semiootika ja kultuuriteooria distsiplinaarne seminar",5,0,0,0,0,0,0,0,1
"S","HV","HVAJ","HVAJ.05.001","20. sajandi kunsti ajalugu I",0,0,7,0,2,0,0,3,1
"S","HV","HVAJ","HVAJ.05.003","Üldine kunstiajalugu: antiikkunst",0,0,3,3,1,0,0,0,2
"S","HV","HVAJ","HVAJ.05.007","Eesti kunst ärkamisajast kuni 1940. aastani",0,0,6,5,3,3,1,0,1
"S","HV","HVAJ","HVAJ.05.010","Sügiskool: Ülikoolimaastik valgustusajastu valguses",7,0,0,0,0,0,0,0,1
"S","HV","HVAJ","HVAJ.07.003","Abielu ja seksuaalsus varauusaegses Euroopas",0,0,5,7,2,0,0,0,3
"S","HV","HVAJ","HVAJ.07.004","Impeeriumi sünd: Venemaa ajalugu Peeter I-st kuni Katariina II-ni",0,0,9,7,3,2,0,0,1
"S","HV","HVAJ","HVAJ.07.005","Majanduspoliitika alused 1500-1850",0,0,3,2,2,1,0,0,0
"S","HV","HVEE","HVEE.02.003","Eesti-vene tõlke küsimusi",9,0,0,0,0,0,0,0,0
"S","HV","HVEE","HVEE.03.003","Kaugemad sugulaskeeled III",7,0,0,0,0,0,0,0,0
"S","HV","HVFI","HVFI.01.001","Lugemisgrupp: Jean-Paul Sartre'i ""Olemine ja eimiski""",2,0,0,0,0,0,0,0,1
"S","HV","HVKU","HVKU.01.003","Mõtterännak eestlaste elutundest",72,0,0,0,0,0,0,0,12
"S","HV","HVKU","HVKU.03.002","Etnograafiliste välitööde metodoloogia",6,1,0,0,0,0,0,0,2
"S","HV","HVKU","HVKU.03.004","Sissejuhatus rakendusantropoloogiasse",7,0,0,0,0,0,0,0,0
"S","HV","HVKU","HVKU.03.005","Kultuuriturundus",39,0,0,0,0,0,0,0,2
"S","HV","HVKU","HVKU.03.006","Rakendusantropoloogia",0,0,11,5,0,2,0,0,3
"S","HV","HVKU","HVKU.03.009","Magistriseminar",13,2,0,0,0,0,0,0,0
"S","HV","HVKU","HVKU.03.010","Humanitaarteaduste rakenduslik perspektiiv",16,0,0,0,0,0,0,0,4
"S","HV","HVKU","HVKU.04.001","Poliitiline folkloor ja rahvuslus",0,0,7,2,3,1,1,0,1
"S","HV","HVKU","HVKU.04.002","Ikoonid ja vagadus vene traditsioonis",10,0,0,0,0,0,0,0,0
"S","HV","HVKU","HVKU.04.003","Müüdidiskursus: mütoloogia sotsiaalses praktikas",9,0,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.01.006","Erialane inglise keel ajalooüliõpilastele, tase B2 > C1",18,4,0,0,0,0,0,0,1
"S","HV","HVLC","HVLC.01.008","Erialane inglise keel arvutitehnika üliõpilastele, tase B2 > C1",8,4,0,0,0,0,0,0,1
"S","HV","HVLC","HVLC.01.009","Inglise keel bioloogia ja ökoloogia üliõpilastele, tase B2",20,1,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.01.011","Erialane inglise keel geenitehnoloogia üliõpilastele, tase B2.1 > B2.2",42,2,0,0,0,0,0,0,1
"S","HV","HVLC","HVLC.01.013","Inglise keel geograafia, geoloogia ja keskkonnatehnoloogia üliõpilastele, tase B2 > C1",19,1,0,0,0,0,0,0,1
"S","HV","HVLC","HVLC.01.014","Erialane inglise keel informaatika üliõpilastele, tase B2 > C1",126,15,0,0,0,0,0,0,5
"S","HV","HVLC","HVLC.01.015","Erialane inglise keel. Ärikeel, tase B2 > C1",25,0,0,0,0,0,0,0,2
"S","HV","HVLC","HVLC.01.017","Erialane inglise keel. Sissejuhatus õiguskeelde I, tase B2.1",45,5,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.01.018","Erialane inglise keel. Õiguskeel II, tase B2.1 >B2.2",40,2,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.01.020","Inglise keel Lennuakadeemia üliõpilastele, tase B2.1 > B2.2",0,0,0,9,7,2,0,1,0
"S","HV","HVLC","HVLC.01.021","Inglise keel Lennuakadeemia üliõpilastele, tase B2 > C1",0,0,21,11,0,0,0,2,3
"S","HV","HVLC","HVLC.01.023","Erialane inglise keel. Õiguskeel II (AÜ), tase B2.1 > B2.2",19,4,0,0,0,0,0,0,1
"S","HV","HVLC","HVLC.01.026","Erialane inglise keel. Õiguskeele vestluskursus IV (AÜ), tase C1",8,1,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.01.027","Inglise keel eelkesktasemele I, tase A2.2 > B1.1",20,4,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.01.029","Inglise keel kesktasemele I, tase B1.2 > B2.1",26,0,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.01.030","Inglise keel kesktasemele II (50% e-õpe), tase B2.1 > B2.2",26,2,0,0,0,0,0,0,1
"S","HV","HVLC","HVLC.01.033","Inglise keel kõrgtasemele I, tase B2.2 > C1.1",31,1,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.01.035","Inglise keel kesktasemele. Grammatika ja sõnavara, tase B1.2 > B2.1",21,0,0,0,0,0,0,0,4
"S","HV","HVLC","HVLC.01.042","Küsimusi Kanada-uuringute vallast IV",6,0,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.03.005","Prantsuse keele algkursus I, tase 0 > A1.1",29,2,0,0,0,0,0,0,2
"S","HV","HVLC","HVLC.03.006","Prantsuse keele algkursus I (inglise keele baasil), tase 0 > A1.1",0,0,23,10,8,8,1,1,0
"S","HV","HVLC","HVLC.03.007","Prantsuse keele algkursus II, tase A1.1 > A1.2",10,0,0,0,0,0,0,0,1
"S","HV","HVLC","HVLC.03.009","Prantsuse keele algkursus III (inglise keele baasil), tase A1.2 > A2.1",0,0,9,5,0,2,1,1,0
"S","HV","HVLC","HVLC.03.010","Prantsuse keel eelkesktasemele I, A2.1 > A2.2",15,0,0,0,0,0,0,0,2
"S","HV","HVLC","HVLC.03.012","Prantsuse keel kesktasemele I, B1.1 > B1.2",14,1,0,0,0,0,0,0,1
"S","HV","HVLC","HVLC.03.014","Prantsuse keel kõrgtasemele I, B2.1 > B2.2",16,1,0,0,0,0,0,0,2
"S","HV","HVLC","HVLC.04.001","Saksa keel erialases suhtluses",5,0,0,0,0,0,0,0,3
"S","HV","HVLC","HVLC.05.003","Vene keel Vene filmide baasil. Vestluskursus kõrgtasemele, tase B2>C1",0,0,9,7,0,0,0,0,0
"S","HV","HVLC","HVLC.05.004","Vene keel füsioterapeutidele, tase A2.1 > A2.2",7,1,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.05.005","Vene keel kultuuri kontekstis, tase B1>B2",0,0,10,9,1,0,0,0,2
"S","HV","HVLC","HVLC.05.006","Vene keel võõrkeelena erialases suhtluses",16,0,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.05.007","Vene-Gruusia suhted: ajalugu ja kaasaeg",9,0,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.06.002","Arvutisuhtlus",13,0,0,0,0,0,0,0,1
"S","HV","HVLC","HVLC.08.001","Türgi keel algtasemele I (inglise keele baasil), tase 0>A1.1",9,0,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.08.003","Gruusia keel algajatele II, tase A1.1>A1.2",1,0,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.09.001","Eesti keel arstiteaduse tudengitele I, tase 0 > A1.2",23,0,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.09.003","Eesti keel arstiteaduse tudengitele III, tase A2.1 > B1.1",22,0,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.09.005","Eesti keel arstiteaduse tudengitele V, tase B1.2 > B2.1",10,0,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.09.006","Eesti keel arstiteaduse tudengitele (vene keele baasil), tase B2.1 > B2.2",15,0,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.09.007","Eesti keele intensiivkursus I. Grammatika (inglise keele baasil), tase 0 > A2",0,0,6,3,4,1,0,3,1
"S","HV","HVLC","HVLC.09.008","Eesti keele intensiivkursus I. Suuline ja kirjalik eneseväljendus (inglise keele baasil), tase 0 > A2",0,0,7,3,3,1,0,2,2
"S","HV","HVLC","HVLC.09.009","Eesti keele intensiivkursus I. Hääldamine ja kuulamine (inglise keele baasil), tase 0 > A2",0,0,11,1,0,0,0,2,2
"S","HV","HVLC","HVLC.09.013","Eesti keele intensiivkursus I. Lugemine ja sõnavara (vene keele baasil), tase 0 > A2.1",0,0,4,4,4,1,1,0,0
"S","HV","HVLC","HVLC.09.014","Eesti keele intensiivkursus I. Grammatika ja kirjalik eneseväljendus (vene keele baasil), tase 0 > A2",0,0,5,4,2,3,0,0,0
"S","HV","HVLC","HVLC.09.015","Eesti keele intensiivkursus I. Kuulamine ja vestlus (vene keele baasil), tase 0 > A2",0,0,6,4,4,0,1,0,0
"S","HV","HVLC","HVLC.10.001","AVOKi kirjutamislaager I",34,1,0,0,0,0,0,0,0
"S","HV","HVLC","HVLC.10.005","AVOKi kirjutamisrühm keeleteadlastele: II osa",4,0,0,0,0,0,0,0,0
"S","HV","HVVK","HVVK.01.006","Sissejuhatus erialasse",21,0,0,0,0,0,0,0,0
"S","HV","HVVK","HVVK.01.028","Maalimine II",0,0,20,2,0,0,0,0,1
"S","HV","HVVK","HVVK.01.042","Võõrkeelse erialakirjanduse kursus",0,0,3,7,3,0,0,0,0
"S","HV","HVVK","HVVK.01.045","Erialane koopia ja rekonstruktsioon",0,0,9,3,0,0,0,0,0
"S","HV","HVVK","HVVK.01.050","Tehnoloogiaõpetuse didaktika",0,0,5,1,0,1,0,0,0
"S","HV","HVVK","HVVK.01.051","Inimene ja tehnoloogia",7,0,0,0,0,0,0,0,0
"S","HV","HVVK","HVVK.01.053","Tekstiilitehnoloogia",0,0,3,0,2,0,0,0,0
"S","HV","HVVK","HVVK.02.011","Üldhariduskooli muusikaõpetuse didaktika",6,0,0,0,0,0,0,0,0
"S","HV","HVVK","HVVK.02.012","Arranžeerimine I",0,0,1,5,0,0,0,0,0
"S","HV","HVVK","HVVK.02.015","Praktiline harmoniseerimine klaveril",6,0,0,0,0,0,0,0,0
"S","HV","HVVK","HVVK.02.016","Hääleseade",6,0,0,0,0,0,0,0,0
"S","HV","HVVK","HVVK.02.020","Rütmimuusika harmoonia",0,0,3,2,0,0,0,0,0
"S","HV","HVVK","HVVK.12.002","Rahvatants 2016/2017",32,6,0,0,0,0,0,0,1
"S","HV","HVVK","HVVK.12.003","Segakoor 2016/2017",24,2,0,0,0,0,0,0,1
"S","HV","HVVK","HVVK.12.005","Omakultuuriakadeemia 2016/2017",23,0,0,0,0,0,0,0,2
"S","HV","HVVK","HVVK.12.006","Inglise keele intensiivkursus madalamale kesktasemele I",21,2,0,0,0,0,0,0,0
"S","HV","HVVK","HVVK.12.007","Inglise keele vestluskursus edasijõudnutele I",6,4,0,0,0,0,0,0,2
"S","HV","HVVK","HVVK.12.008","Loovettevõtja reflektiivkursus",5,0,0,0,0,0,0,0,0
"S","HV","HVVK","P2VK.01.002","Joonistamine I",0,0,1,6,13,1,0,0,0
"S","HV","HVVK","P2VK.01.006","Joonistamine II",0,0,3,2,6,0,0,1,0
"S","HV","HVVK","P2VK.01.009","Maalimine I",0,0,21,1,0,0,0,0,0
"S","HV","HVVK","P2VK.01.010","Maalimine II",0,0,2,3,0,0,0,0,1
"S","HV","HVVK","P2VK.01.021","Tarbekunsti ajalugu",0,0,13,7,11,5,0,0,3
"S","HV","HVVK","P2VK.01.025","Üldkompositsioon I",0,0,6,7,8,0,0,0,0
"S","HV","HVVK","P2VK.01.029","Eriala kompositsioon I",0,0,5,15,1,0,0,0,0
"S","HV","HVVK","P2VK.01.079","Käsitöö didaktika",0,0,5,3,0,0,0,0,1
"S","HV","HVVK","P2VK.01.103","Ehitusmehaanika I",0,0,1,2,3,0,1,0,0
"S","HV","HVVK","P2VK.01.109","Metsabioloogia ja dendroloogia",0,0,6,0,0,0,0,0,0
"S","HV","HVVK","P2VK.01.130","Rahvarõivaste õmblemise tehnoloogia",12,0,0,0,0,0,0,0,2
"S","HV","HVVK","P2VK.01.134","Arvutil projekteerimine I",0,0,1,1,5,0,0,0,0
"S","HV","HVVK","P2VK.01.150","Rõivakujunduse alused",0,0,15,9,0,0,0,0,0
"S","HV","HVVK","P2VK.01.159","Viltimine",0,0,5,2,0,0,0,0,0
"S","HV","HVVK","P2VK.01.182","Projektijuhtimine",0,0,7,3,1,0,0,0,0
"S","HV","HVVK","P2VK.01.191","Õmblustehnoloogia II",0,0,10,8,2,0,0,0,1
"S","HV","HVVK","P2VK.01.198","Praktiline metsandus",0,0,0,1,4,0,0,0,0
"S","HV","HVVK","P2VK.01.204","Ehitus- ja planeerimisalane õigusõpe",0,0,0,0,3,1,1,0,0
"S","HV","HVVK","P2VK.01.217","Ehituskonstruktsioonid II",0,0,0,2,0,2,3,0,1
"S","HV","HVVK","P2VK.01.225","Arhitektuuri ajalugu",0,0,0,6,0,0,0,0,0
"S","HV","HVVK","P2VK.01.242","Infotöötlus",17,0,0,0,0,0,0,0,0
"S","HV","HVVK","P2VK.01.244","Lõigete konstrueerimine ja kohandamine",0,0,6,3,2,0,0,0,1
"S","HV","HVVK","P2VK.01.264","Lõputöö",9,0,0,0,0,0,0,0,1
"S","HV","HVVK","P2VK.01.267","Ehitiste tehnosüsteemid II",0,0,1,0,3,1,0,0,0
"S","HV","HVVK","P2VK.01.271","Õmblustehnoloogia I",20,0,0,0,0,0,0,0,1
"S","HV","HVVK","P2VK.01.273","Materjaliõpetus",21,0,0,0,0,0,0,0,1
"S","HV","HVVK","P2VK.01.275","Etnoloogia",0,0,12,16,8,0,0,0,2
"S","HV","HVVK","P2VK.01.283","Silmuskudumine I",0,0,20,1,0,0,0,0,0
"S","HV","HVVK","P2VK.01.284","Telgedel kudumine I",0,0,10,8,2,0,0,0,0
"S","HV","HVVK","P2VK.01.286","Esemete konserveerimise ja säilitamise alused",0,0,0,2,2,2,2,0,1
"S","HV","HVVK","P2VK.01.289","Sissejuhatus sidusõpetusse",21,0,0,0,0,0,0,0,0
"S","HV","HVVK","P2VK.01.291","Vöökudumine I",0,0,16,6,1,0,0,0,0
"S","HV","HVVK","P2VK.01.295","Raamatupidamise alused",0,0,5,6,3,0,0,0,1
